time,square,percentage
0.04,0.0,0.0
0.08,0.0,0.0
0.12,0.0,0.0
0.17,0.0,0.0
0.21,0.0,0.0
0.25,0.0,0.0
0.29,0.0,0.0
0.33,0.0,0.0
0.37,0.0,0.0
0.41,0.0,0.0
0.46,0.0,0.0
0.5,0.0,0.0
0.54,0.0,0.0
0.58,0.0,0.0
0.62,0.0,0.0
0.66,0.0,0.0
0.7,0.0,0.0
0.75,0.0,0.0
0.79,0.0,0.0
0.83,0.0,0.0
0.87,0.0,0.0
0.91,0.0,0.0
0.95,0.0,0.0
0.99,0.0,0.0
1.04,0.0,0.0
1.08,0.0,0.0
1.12,0.0,0.0
1.16,0.0,0.0
1.2,0.0,0.0
1.24,0.0,0.0
1.28,0.0,0.0
1.33,0.0,0.0
1.37,0.0,0.0
1.41,75.0,1.262569052569058
1.45,85.0,1.6347044847044923
1.49,1893.5,2.0211790911791008
1.53,366.0,2.4634689634689755
1.57,6638.0,2.9368131868132017
1.62,9892.5,3.4247520047520217
1.66,10023.5,3.9096168696168894
1.7,12906.0,4.399052569052592
1.74,14260.5,4.89479655479658
1.78,16588.0,5.388176418176446
1.82,19591.5,5.9148203148203455
1.86,20246.0,6.412975942975978
1.91,20309.5,6.901467181467217
1.95,20307.0,7.395556875556914
1.99,20944.0,7.866762696762739
2.03,20937.5,8.307047817047861
2.07,22848.0,8.732702702702749
2.11,21666.5,9.118470448470495
2.15,24603.0,9.472765072765123
2.2,24718.5,9.81028512028517
2.24,26499.0,10.101075141075192
2.28,25409.5,10.37457083457089
2.32,25334.0,10.587772497772553
2.36,25994.0,10.829251559251615
2.4,27706.0,11.105761805761862
2.44,28937.5,11.362007722007782
2.49,29942.0,11.643715473715533
2.53,31370.0,11.933020493020553
2.57,30126.0,12.233733293733357
2.61,32485.0,12.570519750519813
2.65,33661.0,12.889316899316965
2.69,33530.0,13.274796554796621
2.73,34876.0,13.643136323136392
2.78,36595.0,14.074956934957005
2.82,37088.0,14.511972081972157
2.86,38943.0,14.967686367686444
2.9,40093.0,15.384980694980774
2.94,39964.0,15.857264627264708
2.98,41221.5,16.334270864270945
3.02,42423.0,16.870552420552507
3.07,42581.5,17.354847044847137
3.11,45462.5,17.79538461538471
3.15,46085.5,18.22695277695287
3.19,47214.0,18.708295218295312
3.23,48431.0,19.20353133353143
3.27,49541.0,19.714900504900605
3.31,51871.0,20.24920403920414
3.36,54172.5,20.75623403623414
3.4,58340.5,21.247618057618165
3.44,56513.0,21.75667953667965
3.48,59467.0,22.265981585981702
3.52,57715.0,22.790561330561445
3.56,58326.0,23.31723789723802
3.6,60060.5,23.826623106623227
3.65,62386.5,24.348256608256737
3.69,63044.0,24.868316008316132
3.73,64068.5,25.33068310068323
3.77,63026.5,25.78602910602924
3.81,65902.5,26.250490050490182
3.85,69378.5,26.69229878229892
3.89,71636.5,27.151280071280215
3.94,71146.5,27.57782298782313
3.98,72279.5,27.988847638847787
4.02,72925.0,28.378321948322093
4.06,73481.5,28.738892188892336
4.1,74053.0,29.12904365904381
4.14,77564.5,29.55598752598768
4.19,78180.5,30.03684288684304
4.23,78150.0,30.490712800712956
4.27,78147.5,30.95355806355822
4.31,79318.5,31.358696168696323
4.35,80461.5,31.74714582714599
4.39,81002.5,32.13540837540854
4.43,81656.5,32.54384615384632
4.48,84578.5,32.93506385506402
4.52,85754.0,33.32757053757071
4.56,85686.5,33.664018414018585
4.6,86247.5,33.98116424116442
4.64,86898.5,34.32024057024075
4.68,88627.5,34.68700029700047
4.72,89829.5,35.027294327294506
4.77,91532.5,35.37760320760339
4.81,93864.0,35.72775764775783
4.85,93851.5,36.0532462132464
4.89,93324.5,36.35910899910919
4.93,93897.0,36.69614790614809
4.97,93294.0,37.021832491832676
5.01,95036.0,37.33686961686981
5.06,96270.5,37.616400356400554
5.1,96827.0,37.868678348678536
5.14,97390.5,38.10218295218315
5.18,97339.5,38.30749331749352
5.22,97903.5,38.4907425007427
5.26,97406.5,38.69112266112286
5.3,98002.5,38.86453816453837
5.35,100294.5,39.00360558360578
5.39,101457.5,39.11406593406613
5.43,101488.0,39.19771012771034
5.47,102049.5,39.21343035343055
5.51,101587.5,39.21343035343055
5.55,100978.0,39.21343035343055
5.59,101513.0,39.21343035343055
5.64,101602.5,39.21343035343055
5.68,101614.0,39.21343035343055
5.72,101586.5,39.21343035343055
5.76,100460.5,39.21343035343055
5.8,100430.0,39.21343035343055
5.84,100965.5,39.21343035343055
5.88,100993.5,39.21343035343055
5.93,100957.5,39.21343035343055
5.97,100427.5,39.21343035343055
6.01,99758.0,39.21343035343055
6.05,100447.5,39.21343035343055
6.09,100415.5,39.21343035343055
6.13,100428.5,39.21343035343055
6.17,100441.0,39.21343035343055
6.22,99839.5,39.21343035343055
6.26,99839.5,39.21343035343055
6.3,100440.5,39.21343035343055
