time,square,percentage
0.04,529.5,0.0
0.08,581.0,0.09135135135135182
0.13,454.5,0.1043540243540249
0.17,463.5,0.11427086427086486
0.21,537.0,0.0
0.25,454.0,0.0
0.29,508.0,0.0
0.33,475.0,0.0
0.38,125.0,0.0
0.42,446.5,0.0
0.46,510.0,0.0
0.5,539.0,0.0
0.54,520.5,0.0
0.58,532.5,0.13716958716958666
0.63,316.0,0.33534897534897595
0.67,543.0,0.5923373923373942
0.71,384.0,0.8392277992278023
0.75,565.0,1.1320611820611868
0.79,569.0,1.4840362340362407
0.83,579.0,1.7110513810513885
0.88,374.0,1.9239025839025927
0.92,549.0,2.3416572616572724
0.96,13770.0,2.849970299970313
1.0,13209.5,3.4271458271458437
1.04,13193.0,4.091431541431561
1.08,13273.5,4.7771012771013
1.13,15701.5,5.4921918621918895
1.17,13979.0,6.142785862785894
1.21,13652.5,6.812349272349307
1.25,24155.0,7.5201722601722985
1.29,23142.0,8.200617760617803
1.33,22534.5,8.863189783189828
1.38,23041.5,9.570222750222799
1.42,22474.0,10.102218592218644
1.46,26477.5,10.757205227205283
1.5,27144.0,11.39269379269385
1.54,26577.5,11.911921591921654
1.58,39003.5,12.430810810810875
1.63,47189.5,12.914054054054121
1.67,40173.0,13.32202257202264
1.71,38939.0,13.607659637659708
1.75,38369.5,13.960819720819794
1.79,35409.5,14.241193941194014
1.84,35982.5,14.501636471636548
1.88,35461.0,14.939610929611009
1.92,40727.5,15.489952479952562
1.96,41517.5,15.886228096228177
2.0,40168.0,16.28216513216522
2.04,42628.5,16.807923967924054
2.09,44355.5,17.24839619839629
2.13,41312.0,17.607193347193437
2.17,52578.0,17.9979002079003
2.21,44952.0,18.346040986041082
2.25,44288.5,18.7327918027919
2.29,50258.5,19.211734481734577
2.34,48481.0,19.566516186516285
2.38,47946.0,20.067579447579547
2.42,49126.0,20.72658746658757
2.46,53779.5,21.280457380457488
2.5,62078.5,21.840151470151586
2.54,68601.5,22.319462429462547
2.59,72817.5,22.735779625779745
2.63,62850.0,23.165233145233262
2.67,56871.0,23.553890703890826
2.71,63391.0,23.994930204930327
2.75,61048.5,24.360231660231783
2.79,61575.5,24.717505197505325
2.84,65773.5,25.112886842886972
2.88,70519.5,25.514945054945184
2.92,68754.5,25.766382536382665
2.96,69986.5,26.225595485595626
3.0,70581.5,26.577929907930045
3.04,63533.5,26.8455182655184
3.09,68263.5,27.086661716661855
3.13,70626.0,27.271541431541568
3.17,70611.5,27.4213602613604
3.21,72314.5,27.581487971488112
3.25,71189.0,27.7751232551234
3.29,76036.5,28.106917136917282
3.34,77172.0,28.503127413127558
3.38,76014.0,29.035634095634247
3.42,76568.5,29.488021978022125
3.46,77097.0,29.84357588357604
3.5,82481.5,30.276483516483673
3.55,81269.5,30.686228096228252
3.59,80142.5,31.06369468369484
3.63,80161.0,31.516706266706432
3.67,85511.0,32.02873477873494
3.71,83066.0,32.49912384912402
3.75,81365.0,33.01387288387305
3.8,83691.0,33.52333531333549
3.84,90187.0,33.888912978913154
3.88,91975.0,34.309397089397265
3.92,93111.5,34.711529551529736
3.96,92519.5,35.14085239085257
4.0,94245.0,35.57332046332065
4.05,94311.5,35.96093555093574
4.09,99544.5,36.41382833382852
4.13,99562.0,36.85668547668566
4.17,97881.5,37.30461835461855
4.21,98489.0,37.74607959607979
4.25,100188.0,38.19568755568775
4.3,99653.0,38.689400059400256
4.34,102025.5,39.16664092664113
4.38,101428.0,39.62028809028829
4.42,103284.0,40.04103653103673
4.46,105597.5,40.51321057321078
4.5,104981.0,40.92764181764202
4.55,106834.5,41.3325749925752
4.59,109072.5,41.740109890110105
4.63,109785.0,42.203112563112775
4.67,113779.0,42.70524502524524
4.71,112570.0,43.20079299079321
4.75,114292.5,43.677315117315345
4.8,116246.0,44.15931392931416
4.84,117341.0,44.596254826255056
4.88,120288.0,45.14632610632634
4.92,119688.0,45.67450549450573
4.96,120901.0,46.15023463023487
5.0,120827.5,46.626450846451085
5.05,123811.0,47.10169884169908
5.09,124569.5,47.529759429759665
5.13,125079.0,47.984707454707696
5.17,126865.5,48.40413424413448
5.21,129150.5,48.82534897534923
5.26,130959.5,49.23668547668573
5.3,129153.5,49.56575289575315
5.34,129789.5,49.906293436293694
5.38,132212.5,50.28197208197235
5.42,131684.0,50.623207603207874
5.46,133402.0,51.02460350460376
5.51,134027.0,51.37712206712233
5.55,135197.5,51.72711909711936
5.59,138096.0,52.08853281853309
5.63,136276.0,52.46887139887167
5.67,138047.5,52.92793584793611
5.71,139761.5,53.35710721710749
5.76,139874.0,53.77363231363259
5.8,141043.0,54.162857142857426
5.84,142901.5,54.61415206415235
5.88,142798.5,55.010825660825944
5.92,143429.5,55.5082655182658
5.96,143831.0,55.941461241461525
6.01,145695.5,56.300112860113146
6.05,149726.5,56.74405702405731
6.09,150336.5,57.111167211167505
6.13,149741.5,57.47330561330591
6.17,152131.5,57.506106326106625
6.21,152078.5,57.506106326106625
6.26,153844.0,57.506106326106625
6.3,155524.0,57.506106326106625
6.34,156816.5,57.506106326106625
6.38,156759.0,57.506106326106625
6.42,154364.0,57.506106326106625
6.46,154975.0,57.506106326106625
6.51,156080.5,57.506106326106625
6.55,156710.0,57.506106326106625
6.59,154292.0,57.506106326106625
6.63,157273.0,57.506106326106625
6.67,149068.5,57.506106326106625
6.72,151914.0,57.506106326106625
6.76,157208.5,57.506106326106625
6.8,151912.0,57.506106326106625
6.84,152478.0,57.506106326106625
6.88,150146.0,57.506106326106625
6.92,149659.0,57.506106326106625
6.97,150716.0,57.506106326106625
7.01,151335.0,57.506106326106625
7.05,151896.0,57.506106326106625
7.09,150102.5,57.506106326106625
7.13,150142.0,57.506106326106625
7.17,150826.5,57.506106326106625
7.22,150187.0,57.506106326106625
7.26,150165.5,57.506106326106625
7.3,150734.5,57.506106326106625
7.34,150708.0,57.506106326106625
7.38,150147.0,57.506106326106625
7.42,150101.0,57.506106326106625
7.47,149601.0,57.506106326106625
7.51,150178.0,57.506106326106625
