time,square,percentage
0.04,0.0,0.0
0.08,0.0,0.0
0.13,0.0,0.0
0.17,0.0,0.0
0.21,0.0,0.0
0.25,0.0,0.0
0.29,0.0,0.0
0.33,0.0,0.0
0.38,0.0,0.0
0.42,0.0,0.0
0.46,0.0,0.0
0.5,0.0,0.0
0.54,0.0,0.0
0.58,0.0,0.0
0.63,0.0,0.0
0.67,0.0,0.0
0.71,0.0,0.0
0.75,0.0,0.0
0.79,0.0,0.0
0.83,0.0,0.0
0.88,0.0,0.0
0.92,0.0,0.0
0.96,0.0,0.0
1.0,0.0,0.0
1.04,0.0,0.0
1.08,0.0,0.0
1.13,0.0,0.0
1.17,0.0,0.0
1.21,0.0,0.0
1.25,0.0,0.0
1.29,0.0,0.0
1.33,0.0,0.0
1.38,0.0,0.0
1.42,0.0,0.0
1.46,0.0,0.0
1.5,0.0,0.0
1.54,0.0,0.0
1.58,0.0,0.0
1.63,0.0,0.0
1.67,0.0,0.0
1.71,0.0,0.0
1.75,0.0,0.0
1.79,0.0,0.0
1.84,0.0,0.0
1.88,0.0,0.0
1.92,0.0,0.0
1.96,0.0,0.0
2.0,0.0,0.0
2.04,0.0,0.0
2.09,0.0,0.0
2.13,0.0,0.0
2.17,0.0,0.0
2.21,0.0,0.0
2.25,0.0,0.0
2.29,0.0,0.0
2.34,7955.5,2.245049005049017
2.38,12560.5,2.4927769527769654
2.42,13531.5,2.7305256905257047
2.46,10833.0,2.9616839916840068
2.5,13062.0,3.173739233739251
2.54,9553.5,3.369830709830728
2.59,8225.0,3.5952361152361343
2.63,10046.0,3.7529700029700224
2.67,11020.0,3.884847044847065
2.71,11733.0,4.006557766557788
2.75,10937.5,4.112619542619564
2.79,12505.0,4.244068904068927
2.84,12321.0,4.304211464211487
2.88,11225.5,4.340632610632634
2.92,11164.5,4.323760023760046
2.96,11138.0,4.264903474903497
3.0,8738.5,4.172120582120604
3.04,9532.5,4.037825957825978
3.09,8884.0,3.8622928422928617
3.13,10071.5,3.7977279477279673
3.17,10322.5,3.8180516780516967
3.21,10252.5,3.8670092070092266
3.25,10915.0,3.8927116127116324
3.29,11379.0,3.982307692307712
3.34,8367.0,4.0310899910900115
3.38,11577.0,4.072242352242372
3.42,12457.5,4.142417582417603
3.46,12223.5,4.232248292248313
3.5,12114.5,4.3495931095931315
3.55,8679.0,4.473531333531356
3.59,11306.0,4.643777843777868
3.63,10992.0,4.827843777843802
3.67,12612.0,5.017499257499283
3.71,13674.5,5.222468072468098
3.75,14234.0,5.439397089397117
3.8,15312.5,5.614149094149123
3.84,16442.0,5.806177606177635
3.88,16591.5,5.979801009801041
3.92,16700.0,6.161615681615713
3.96,17645.0,6.3530591030591355
4.0,18274.5,6.531874071874105
4.05,17999.5,6.720187110187145
4.09,18601.0,6.902001782001817
4.13,18526.5,7.027920997921035
4.17,19206.5,7.186346896346933
4.21,20110.0,7.356833976834014
4.25,20503.0,7.492809622809662
4.3,20698.5,7.613020493020532
4.34,20642.5,7.656228096228135
4.38,21074.0,7.718200178200218
4.42,20852.0,7.737211167211207
4.46,20673.5,7.770032670032709
4.5,20561.5,7.798910008910048
4.55,21214.5,7.830739530739572
4.59,20852.0,7.862572022572062
4.63,21228.5,7.907430947430988
4.67,21665.0,7.959551529551569
4.71,21137.5,8.007442827442867
4.75,21568.0,8.081170181170224
4.8,21221.5,8.166364716364757
4.84,21716.0,8.242165132165175
4.88,21529.5,8.344612414612458
4.92,21644.5,8.449177309177351
4.96,21091.0,8.56580338580343
5.0,22522.0,8.699474309474354
5.05,22929.0,8.847775467775513
5.09,23483.0,8.998963468963515
5.13,23632.5,9.15569349569354
5.17,25243.0,9.329964359964409
5.21,25268.5,9.503819423819474
5.26,26196.0,9.675200475200525
5.3,26365.5,9.842735372735426
5.34,27432.5,10.016839916839968
5.38,28039.0,10.18787347787353
5.42,28162.0,10.364181764181817
5.46,29009.0,10.542970002970058
5.51,28769.5,10.710285120285176
5.55,29195.0,10.87597861597867
5.59,30168.0,11.024455004455062
5.63,29618.0,11.165346005346063
5.67,29825.0,11.289931689931747
5.71,30120.0,11.408399168399228
5.76,30467.5,11.498122958123016
5.8,30537.5,11.597202257202317
5.84,31210.5,11.685381645381707
5.88,31439.0,11.771580041580101
5.92,31296.5,11.843068013068073
5.96,31545.5,11.92893970893977
6.01,31844.0,12.009735669735731
6.05,32191.5,12.084603504603567
6.09,32656.5,12.150540540540604
6.13,32630.0,12.21673596673603
6.17,32606.5,12.284065934065998
6.21,32849.5,12.355046035046097
6.26,32888.5,12.439278289278352
6.3,33070.0,12.518339768339832
6.34,33425.5,12.588226908226972
6.38,33956.5,12.67554796554803
6.42,34360.0,12.757540837540901
6.46,34211.0,12.831378081378144
6.51,34707.5,12.916516186516253
6.55,34669.0,12.991865161865231
6.59,35043.5,13.075574695574765
6.63,34996.0,13.166281556281623
6.67,35333.0,13.267626967627036
6.72,35335.5,13.367825957826026
6.76,35062.5,13.474826254826324
6.8,35814.0,13.58960201960209
6.84,36144.5,13.705562815562883
6.88,36940.0,13.8308880308881
6.92,37487.5,13.949019899019968
6.97,37446.5,14.05825957825965
7.01,37437.0,14.176153846153916
7.05,37542.0,14.287680427680499
7.09,38636.0,14.400044550044624
7.13,38783.5,14.532138402138475
7.17,38786.0,14.654924264924341
7.22,39716.5,14.78471933471941
7.26,39496.0,14.910118800118875
7.3,40765.5,15.041808731808809
7.34,40665.5,15.165562815562895
7.38,41240.5,15.287315117315197
7.42,41219.5,15.406738936739018
7.47,41458.5,15.523629343629421
7.51,41511.0,15.637074547074626
7.55,41454.5,15.734092664092744
7.59,41889.5,15.836920106920187
7.63,41907.0,15.93807543807552
7.67,42538.5,16.031633501633582
7.72,43379.5,16.131060291060376
7.76,43261.0,16.233299673299754
7.8,43873.0,16.32456489456498
7.84,44181.0,16.40744579744588
7.88,43209.5,16.5050876150877
7.92,44347.5,16.598838728838814
7.97,44382.0,16.688402138402225
8.01,44582.0,16.765075735075822
8.05,44589.0,16.836153846153934
8.09,45027.0,16.924190674190758
8.13,45486.5,17.006587466587554
8.17,45484.5,17.097065637065725
8.22,45834.5,17.18299970299979
8.26,45835.5,17.269147609147698
8.3,46290.5,17.344261954262045
8.34,46264.5,17.412275022275107
8.38,46273.5,17.47891297891307
8.43,47329.5,17.532105732105823
8.47,47429.5,17.595571725571812
8.51,46990.5,17.664532224532312
8.55,47384.5,17.719982179982267
8.59,47637.0,17.785173745173836
8.63,47403.0,17.864496584496678
8.68,47436.0,17.93189189189198
8.72,47227.0,18.009055539055627
8.76,48701.0,18.094466884466975
8.8,48686.5,18.184294624294715
8.84,48713.5,18.27022869022878
8.88,48890.5,18.364270864270956
8.93,48822.5,18.457540837540932
8.97,48959.0,18.554110484110577
9.01,48994.0,18.652028512028608
9.05,49577.0,18.75329373329383
9.09,49804.0,18.86181764181774
9.13,50118.0,18.967089397089495
9.18,50902.0,19.071185031185127
9.22,50841.5,19.188514998515096
9.26,51386.5,19.315173745173844
9.3,52458.0,19.433593703593807
9.34,52863.0,19.5420196020197
9.38,52662.0,19.647534897535003
9.43,52684.5,19.742378972379075
9.47,53355.0,19.83952776952787
9.51,53150.5,19.931565191565298
9.55,53213.5,20.03331155331166
9.59,53611.5,20.131375111375217
9.63,53599.5,20.2272972972974
9.68,54294.5,20.320516780516886
9.72,54282.5,20.407478467478573
9.76,54751.5,20.48601722601733
9.8,54693.5,20.553798633798742
9.84,54772.5,20.622070092070196
9.88,55052.5,20.677989307989414
9.93,55140.0,20.735313335313442
9.97,55377.5,20.79282744282755
10.01,54971.5,20.836302346302453
