time,square,percentage
0.04,0.0,0.0
0.08,0.0,0.0
0.13,0.0,0.0
0.17,0.0,0.0
0.21,0.0,0.0
0.25,0.0,0.0
0.29,0.0,0.0
0.33,0.0,0.0
0.38,0.0,0.0
0.42,0.0,0.0
0.46,0.0,0.0
0.5,0.0,0.0
0.54,0.0,0.0
0.58,0.0,0.0
0.63,0.0,0.0
0.67,0.0,0.0
0.71,0.0,0.0
0.75,0.0,0.0
0.79,0.0,0.0
0.83,0.0,0.0
0.88,0.0,0.0
0.92,0.0,0.0
0.96,0.0,0.0
1.0,0.0,0.0
1.04,0.0,0.0
1.08,0.0,0.0
1.13,0.0,0.0
1.17,0.0,0.0
1.21,0.0,0.0
1.25,0.0,0.0
1.29,0.0,0.0
1.33,0.0,0.0
1.38,0.0,0.0
1.42,0.0,0.0
1.46,0.0,0.0
1.5,0.0,0.0
1.54,0.0,0.0
1.58,0.0,0.0
1.63,0.0,0.0
1.67,0.0,0.0
1.71,0.0,0.0
1.75,0.0,0.0
1.79,0.0,0.0
1.84,0.0,0.0
1.88,0.0,0.0
1.92,0.0,0.0
1.96,0.0,0.0
2.0,0.0,0.0
2.04,0.0,0.0
2.09,0.0,0.0
2.13,0.0,0.0
2.17,0.0,0.0
2.21,0.0,0.0
2.25,0.0,0.0
2.29,0.0,0.0
2.34,0.0,0.0
2.38,0.0,0.0
2.42,0.0,0.0
2.46,0.0,0.0
2.5,0.0,0.0
2.54,0.0,0.0
2.59,0.0,0.0
2.63,0.0,0.0
2.67,0.0,0.0
2.71,0.0,0.0
2.75,0.0,0.0
2.79,0.0,0.0
2.84,0.0,0.0
2.88,0.0,0.0
2.92,0.0,0.0
2.96,0.0,0.0
3.0,0.0,0.0
3.04,0.0,0.0
3.09,0.0,0.0
3.13,1943.5,0.9383486783486831
3.17,4310.5,1.0791535491535542
3.21,3505.5,1.2193465993466055
3.25,4681.5,1.3711048411048479
3.29,7250.5,1.5318027918027997
3.34,6501.5,1.6998990198990285
3.38,7240.5,1.8686159786159884
3.42,6752.0,2.014689634689645
3.46,8510.5,2.1791357291357403
3.5,7060.5,2.325432135432148
3.55,6619.0,2.472064152064165
3.59,7312.0,2.610647460647474
3.63,8581.5,2.7469230769230912
3.67,9112.5,2.8592010692010836
3.71,8881.0,2.968862488862504
3.75,9105.0,3.077419067419083
3.8,8819.0,3.1858241758241923
3.84,9363.5,3.277018117018134
3.88,9031.5,3.356593406593424
3.92,10389.5,3.4441223641223817
3.96,11235.5,3.5559697059697237
4.0,11123.0,3.6373685773685955
4.05,11004.0,3.7112622512622697
4.09,10791.5,3.8221235521235712
4.13,10885.0,3.9397445797446005
4.17,12872.5,4.0557380457380665
4.21,11726.5,4.164523314523336
4.25,13118.5,4.2898158598158815
4.3,13208.0,4.386124146124169
4.34,13753.0,4.454998514998538
4.38,13786.0,4.521707751707775
4.42,15454.5,4.60640035640038
4.46,15559.5,4.6950638550638795
4.5,15265.0,4.761395901395926
4.55,14579.0,4.826510246510272
4.59,14886.5,4.880098010098036
4.63,14557.0,4.941226611226636
4.67,14744.0,4.998152658152684
4.71,14554.0,5.061939411939438
4.75,15375.5,5.128262548262575
4.8,16647.0,5.184547074547101
4.84,16472.5,5.24330561330564
4.88,15150.5,5.298951588951616
4.92,15741.0,5.350326700326728
4.96,15433.5,5.422765072765101
5.0,15653.0,5.483264033264062
5.05,16023.0,5.557600237600266
5.09,17109.5,5.640000000000029
5.13,17586.5,5.7164894564894855
5.17,17239.0,5.808363528363558
5.21,17314.5,5.9158865458865755
5.26,18636.0,6.046382536382567
5.3,18969.5,6.154199584199616
5.34,19459.0,6.264101574101606
5.38,19342.0,6.384659934659967
5.42,19058.0,6.487858627858661
5.46,19659.0,6.5929878229878565
5.51,20418.0,6.70580041580045
5.55,21302.0,6.811844371844407
5.59,21239.5,6.937445797445834
5.63,21258.0,7.053959013959051
5.67,21581.5,7.162269082269119
5.71,22132.0,7.263489753489791
5.76,22051.0,7.346929016929056
5.8,22561.5,7.419664389664428
5.84,22236.0,7.494137214137252
5.88,23526.0,7.5694446094446475
5.92,22694.0,7.638422928422966
5.96,23623.5,7.699515889515929
6.01,22503.0,7.759391149391189
6.05,24368.5,7.814273834273874
6.09,23914.5,7.853341253341293
6.13,23504.5,7.904149094149136
6.17,24516.5,7.93868131868136
6.21,24587.5,7.9692990792991205
6.26,23581.0,7.990323730323772
6.3,24605.0,8.012358182358222
6.34,24382.5,8.041389961390003
6.38,24976.5,8.071618651618692
6.42,23921.0,8.105444015444057
6.46,24362.5,8.140086130086171
6.51,24771.0,8.185542025542068
6.55,25083.0,8.230207900207942
6.59,24617.0,8.283338283338324
6.63,24948.5,8.327817047817092
6.67,25360.0,8.389462429462473
6.72,25023.5,8.444621324621368
6.76,24305.5,8.508651618651662
6.8,25239.0,8.558678348678392
6.84,26392.0,8.632937332937379
6.88,25764.0,8.689319869319915
6.92,26542.0,8.742153252153297
6.97,26118.0,8.807962577962623
7.01,27028.0,8.873831303831349
7.05,27556.0,8.929860409860455
7.09,28064.5,8.989162459162504
7.13,28104.0,9.057157707157755
7.17,27949.0,9.139940599940648
7.22,28296.5,9.19310959310964
7.26,28131.5,9.248464508464556
7.3,28179.5,9.298779328779377
7.34,28092.5,9.349708939708988
7.38,28369.5,9.388948618948668
7.42,28495.5,9.432759132759182
7.47,28239.0,9.4717671517672
7.51,28461.0,9.51084348084353
7.55,28300.0,9.539803979804029
7.59,28256.0,9.573353133353184
7.63,29277.0,9.614814374814426
7.67,29242.5,9.647986337986389
7.72,29408.5,9.688096228096278
7.76,29720.5,9.723014553014604
7.8,29496.5,9.765105435105486
7.84,30335.0,9.813356103356153
7.88,29580.5,9.881286011286061
7.92,28953.5,9.949316899316951
7.97,29894.5,10.022812592812645
8.01,29954.5,10.101906741906793
8.05,30601.5,10.170893970894024
8.09,30943.0,10.245547965548017
8.13,31363.5,10.31569349569355
8.17,31353.0,10.393650133650187
8.22,32201.0,10.46655776655782
8.26,31982.5,10.531104841104895
8.3,31785.0,10.608313038313092
8.34,32122.5,10.675467775467828
8.38,32728.0,10.74491832491838
8.43,32807.0,10.827692307692363
8.47,33194.0,10.908360558360615
8.51,33227.5,10.988559548559605
8.55,33740.5,11.068446688446745
8.59,34213.5,11.145533115533173
8.63,33649.5,11.235708345708403
8.68,34049.0,11.31085536085542
8.72,33784.5,11.366534006534065
8.76,33896.0,11.438693198693255
8.8,34792.0,11.493195723195782
8.84,34656.0,11.546667656667715
8.88,35103.0,11.606358776358837
8.93,35020.0,11.668324918324977
8.97,35760.5,11.735221265221325
9.01,36385.0,11.808039798039859
9.05,35866.0,11.883760023760084
9.09,36519.5,11.951799821799884
9.13,36347.5,12.025286605286666
9.18,36416.5,12.101701811701876
9.22,36619.5,12.179616869616932
9.26,36872.0,12.262221562221624
9.3,37293.5,12.341057321057384
9.34,37342.5,12.428122958123023
9.38,37246.5,12.52563112563119
9.43,37604.0,12.610573210573275
9.47,38199.5,12.702123552123618
9.51,37623.5,12.783510543510607
9.55,38790.0,12.860133650133717
9.59,39595.5,12.936976536976605
9.63,39620.0,13.016245916245982
9.68,40059.0,13.100605880605949
9.72,39821.0,13.175396495396564
9.76,40468.0,13.250062370062437
9.8,40225.0,13.335856845856911
9.84,40668.5,13.40200475200482
9.88,40621.5,13.466391446391517
9.93,41072.5,13.52913275913283
9.97,41154.5,13.589224829224896
10.01,41240.5,13.640790020790092
10.05,41678.0,13.690350460350531
10.09,41664.5,13.742530442530514
10.14,41410.0,13.783477873477946
10.18,41789.5,13.824196614196687
10.22,41549.0,13.851553311553381
